Judul,Industri,Tipe,Kategori,Tanggal_Post,Berlaku_Hingga,Perusahaan,Website_Perusahaan,Logo_Perusahaan,Alamat,Kota,Provinsi,Negara,Latitude,Longitude,Gaji_Min,Gaji_Max,Gaji_Currency,Gaji_Unit,Skills,Pengalaman_Bulan,Pendidikan,Deskripsi,Tentang_Perusahaan,Benefit,Apply_Langsung,Link
Graphic Designer,Restaurants,FULL_TIME,Desainer Grafis & Brand,2026-04-01T09:29:10.721Z,2026-05-02,PT Songa Foods Korin,https://songakoreanrestaurant.co.id/,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c7883622527e478424eadb9760fe4ffb.jpg,"Jl. Mayjen HR. Muhammad No.26 382, Putat Gede, Kec. Sukomanunggal, Surabaya, Jawa Timur 60189",Surabaya,Jawa Timur,ID,-7.26861,112.69806,2200000.0,3000000.0,IDR,MONTH,"Adobe Photoshop, Brand Design, Logo Design, Typography, Graphic Design, Packaging Design, Adobe Illustrator",,high school,"Dicari Design Graphic dan fotografer yang bisa membuat 
 Logo: Versi utama, versi monokrom, dan ikon untuk profil media sosial. 
 Menu: Desain buku menu fisik, menu dinding (board), atau menu digital (QR code). 
 Stasioneri & Packaging: Kartu nama, desain bungkus makanan (takeaway), kantong plastik/paper bag, hingga stiker segel. 
 Media Sosial: Template post Instagram, story, dan desain highlight. 
 Signage: Papan nama restoran di depan bangunan. 
 Foto Produk: Foto makanan berkualitas tinggi (high-res). 
 Copywriting: Teks nama menu, deskripsi makanan, harga, alamat, dan nomor kontak yang sudah final. 
 
 Di cari Fotografer yang memahami Design Graphic 
 1. Penguasaan Pencahayaan (Lighting) 
 Cahaya adalah segalanya dalam fotografı makanan. Fotografer harus tahu cara membuat makanan terlihat segar dan berdimensi, bukan malah terlihat pucat atau berminyak. 
 Mengatur Arah Cahaya: Biasanya menggunakan pencahayaan dari samping (side lighting) atau belakang (back lighting) untuk menonjolkan tekstur makanan. 
 Mengontrol Refleksi: Mampu menjinakkan kilauan berlebih pada makanan yang berminyak atau berkuah agar tetap terlihat menggiurkan, bukan kotor. 
 2. Penataan Makanan (Food Styling) 
 Seringkali fotografer makanan juga merangkap sebagai food stylist, atau minimal paham dasarnya. Makanan asli terkadang tidak ""fotogenik"" saat di depan kamera. 
 Mempertahankan Kesegaran: Tahu trik membuat sayuran tetap terlihat hijau segar atau daging terlihat juicy (misalnya menggunakan semprotan air atau minyak). 
 Komposisi Piring: Menata elemen makanan di atas piring agar terlihat penuh, seimbang, dan estetis. 
 3. Komposisi dan Pemilihan Sudut (Angles) 
 Setiap jenis makanan punya ""sudut terbaiknya"" masing-masing. Fotografer harus jeli melihat ini. 
 *Flat Lay (90°): Sangat cocok untuk makanan yang detailnya ada di bagian atas, seperti piza, mangkuk penganan (smoothie bowl), atau tata meja penuh (table setting).Angle 45°: Ini adalah sudut pandang mata manusia saat duduk di meja makan. Sangat bagus untuk menunjukkan kedalaman dan dimensi makanan. 
 *Eye-Level (0°): Sempurna untuk makanan yang berlapis atau bertumpuk tinggi seperti burger, tumpukan pancake, atau minuman berlapis. 
 4. Kecepatan dan Ketepatan Waktu 
 Makanan memiliki ""usia prima"" yang sangat pendek di depan kamera. Es krim meleleh, kuah sup berselaput, dan busa kopi menghilang dengan cepat. 
 Fotografer harus bisa bekerja cepat dan sudah menyiapkan set kamera serta pencahayaan sebelum makanan dihidangkan oleh koki. 
 5. Pascaproduksi (Photo Editing) 
 Proses tidak berhenti setelah tombol rana ditekan. Sentuhan digital sangat menentukan hasil akhir. 
 Koreksi Warna (Color Accuracy):Memastikan warna makanan terlihat natural dan lezat (misalnya, warna daging sapi yang merah segar, bukan keunguan). 
 Pembersihan Detail: Menghilangkan noda kecil yang mengganggu pada piring atau taplak meja digital. 
 1. Kemampuan Teknis & Penguasaan Softwarelni adalah ""senjata"" utama desainer untuk mewujudkan ide menjadi karya visual yang nyata. Penguasaan Software Desain: * Adobe Photoshop: Untuk manipulasi foto, digital imaging, dan pembuatan mockup. Adobe Illustrator / CorelDRAW: Untuk membuat grafis berbasis vektor seperti logo, ikon, dan ilustrasi yang tidak pecah saat diperbesar. Adobe InDesign: Untuk tata 
 letak (lavout) media cetak seperti buku, maialah, dandigital sekarang untuk mendesain tampilan aplikasi atau website (Ul/ UX). Tipografı (Typography): Seni memilih, mengatur, dan memodifikasi huruf. Desainer harus tahu jenis font apa yang memancarkan kesan formal, santai, modern, atau klasik, serta bagaimana keterbacaannya (readability). Teori Warna (Color Theory): Memahami roda warna, psikologi warna (misalnya, merah memicu lapar, biru memberi kesan dipercaya), dan kontras agar desain nyaman dilihat. 
 2. Kemampuan Konseptual & KomunikasiDesain grafis adalah bentuk komunikasi visual. Jadi, kemampuan berpikir di balik visual tersebut sangatlah krusial.Komunikasi Visual & Storytelling: Kemampuan menyampaikan pesan atau cerita yang rumit hanya melalui sebuah gambar atau infografis secara instan. Berpikir Kreatif & Pemecahan Masalah: Desain yang baik adalah solusi dari sebuah masalah. Desainer harus bisa menerjemahkan keinginan klien (yang terkadang abstrak) menjadi visual yang fungsional. Pemahaman Branding: Mengerti bagaimana sebuah logo, palet warna, dan elemen visual lainnya bekerja sama untuk membentuk identitas sebuah merek di mata publik. 
 3. Kemampuan Cetak dan DigitalSeorang desainer harus paham ke mana karya mereka akan bermuara agar tidak terjadi kesalahan fatal.Area DesainKemampuan yang DibutuhkanMedia CetakPaham perbedaan warna CMYK vs RGB, resolusi gambar (minimal 300 DPI), jenis kertas, dan area potong (bleed). Media DigitalPaham optimasi ukuran file agar tidak lambat saat di-load, rasio layar untuk media sosial, dan tren visual digital.Kemampuan Plus (Nilai Tambah di Era Sekarang)Saat ini, industri sangat menghargai desainer grafis yang punya ""keahlian sampingan"" seperti:Motion Graphics: Membuat elemen desain menjadi bergerak/animasi.Basic Al Tooling: Menggunakan Al (seperti Midjourney atau Adobe Firefly) untuk mempercepat proses brainstorming atau 
 mencari referensi.",The Best Korean Family Restaurant in Surabaya,,True,https://glints.com/id/opportunities/jobs/graphic-designer/b2f04ded-406a-47de-815b-9199635c54f7
Creative Designer,Consumer Services,FULL_TIME,Desainer Grafis & Brand,2026-04-01T08:51:08.283Z,2026-05-02,PINC - Paragon Incorporated,https://www.pinc.group/,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/cb88f3d4b70599c8d1b259cac04ce5c4.jpg,"Jl. Palatehan 1 No.38 Kebayoran Baru, Jakarta Selatan 12160",Bogor,Jawa Barat,ID,-6.69833,106.96194,,,,,"Typography, Adobe Photoshop, Packaging Design, Graphic Design, Adobe Illustrator, Brand Design, Logo Design",12.0,high school,"Creative Designer (Fulltime / Contract) 
 
 Responsibilities: 
 
 Develop overall design-wise needed by EV (including POSM, social medias, promotional items, signages, itineraries, etc) 
 Managing & collecting assets 
 Small-scale video content editing 
 
 
 Requirements: 
 
 Minimum 1–3 years of experience in the same field 
 Proficient in Adobe Creative Suite (Photoshop, Illustrator, InDesign) 
 Able to develop various marketing materials (POSM, social media, promotional items, signage, itineraries, etc.) 
 Strong sense of layout, typography, and visual consistency 
 Experienced in managing and organizing design assets 
 Basic video editing skills (Adobe Premiere / CapCut / similar tools) 
 Detail-oriented, creative, and able to work under tight deadlines 
 Must provide a design portfolio 
 Willing to be placed in Bogor, Indonesia",,,True,https://glints.com/id/opportunities/jobs/creative-designer/60638823-32b4-44a5-835b-299334605246
,,,,,,,,,,,,,,,,,,,,,,,,,,https://glints.com/id/opportunities/jobs/graphic-designer/10a21533-1d4e-41ea-a0d5-6350ce84b98d
Graphic Designer,Restaurants,FULL_TIME,Desainer Grafis & Brand,2026-03-31T08:44:50.67Z,2026-05-01,PT. Bosowa Wisata Indonesia,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/956781420531e6b303ade6036f5162e3.jpeg,"Menara Bosowa Lantai 8, Jl. Jendral Sudirman No. 5, Kel. Pisang Utara, Kec. Ujung Pandang, Makassar",Makassar,Sulawesi Selatan,ID,-5.14056,119.4125,3500000.0,4000000.0,IDR,MONTH,"Adobe Photoshop, Packaging Design, Logo Design, Brand Design, Graphic Design, Adobe Illustrator",12.0,professional certificate,"PT. Bosowa Wisata Indonesia adalah perusahaan yang bergerak di bidang pariwisata dan tur wisata, dengan fokus pada pengembangan destinasi wisata di Sulawesi Selatan. Perusahaan ini terus mencari karyawan yang kompeten dan berdedikasi tinggi untuk mendukung pertumbuhan usahanya. Dengan lokasi di Ujung Pandang, Makassar, kami memberikan peluang kerja yang menjanjikan bagi profesional dengan minat dalam industri pariwisata. Kami berharap para kandidat dapat membawa ide-ide baru serta keahlian yang memadai untuk mendukung visi dan misi perusahaan. 
 
 Sebagai seorang Desainer Grafis, Anda akan bertanggung jawab atas desain branding perusahaan, menciptakan logo, merancang grafis untuk berbagai kebutuhan bisnis, serta mendesain kemasan produk. Pekerjaan ini melibatkan penggunaan perangkat lunak Adobe Illustrator dan Photoshop untuk menciptakan visualisasi yang menarik dan efektif. Anda juga akan bekerja sama dengan tim marketing untuk memastikan semua desain sesuai dengan strategi bisnis dan branding perusahaan. Tugas lainnya mencakup pengembangan kemasan produk yang estetis dan praktis, serta menghasilkan desain yang dapat meningkatkan daya tarik pasar. 
 
 Untuk menjadi bagian dari tim kami, Anda harus memenuhi beberapa persyaratan. Kandidat harus laki-laki dan memiliki gelar diploma dengan pengalaman kerja antara satu hingga tiga tahun. Keahlian yang dibutuhkan termasuk desain branding, desain logo, desain grafis, penggunaan Adobe Illustrator dan Photoshop, serta desain kemasan. PT. Bosowa Wisata Indonesia berkomitmen untuk menciptakan lingkungan kerja yang inklusif dan penuh kesempatan belajar bagi setiap anggota tim. Kita mengharapkan Anda dapat bekerja dengan baik dalam tim, menghasilkan karya yang unik dan kreatif, serta memiliki ambisi untuk berkembang bersama kami.",,"meal allowance financial benefits, career growth, thr financial benefits, medical coverage, travel, bpjs tenaga kerja insurance and health",True,https://glints.com/id/opportunities/jobs/graphic-designer/28d9cf1b-829e-4a9a-b2e4-c4be4cf7e795
Graphic Designer,Marketing and Advertising,FULL_TIME,Desainer Grafis & Brand,2026-03-25T08:58:56.342Z,2026-04-25,Neura Kreatif,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2dc442b6-938d-4e96-8a79-4405d37516fe.jpg,"Jl. Kelapa Gading No.2, RT.12/RW.2, Gandaria Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12420",Jakarta Selatan,DKI Jakarta,ID,-6.29306,106.79583,2000000.0,3000000.0,IDR,MONTH,"Motion Design, Adobe Photoshop, Adobe Illustrator, Motion Graphics, Graphic Design",12.0,high school,"🎨✨ Join Our Creative Team! 
 
 Kami Neura Kreatif membuka kesempatan bagi kamu yang kreatif, detail, dan punya passion di dunia desain visual untuk bergabung sebagai Creative Designer. 
 
 Tanggung Jawab : 
 - ​Membuat desain visual untuk kebutuhan promosi (poster, feed IG, story, banner, dll) 
 - ​Mengembangkan konsep desain sesuai brief dan identitas brand 
 - ​Bekerja sama dengan tim marketing & konten 
 - ​Menyiapkan materi desain untuk event / campaign 
 - Revisi desain sesuai arahan 
 
 Kualifikasi: 
 - ​Pria / Wanita 
 - ​Menguasai Adobe Illustrator, Photoshop, atau Canva  
 - Menguasai Motion Graphics Standar 
 - ​Kreatif, up to date dengan tren desain 
 - ​Memiliki sense layout, warna, dan tipografi yang baik 
 - ​Mampu bekerja dengan deadline 
 - Diutamakan memiliki portofolio desain 
 
 Nilai Plus : 
 ⭐ Bisa motion graphic / video editing 
 ⭐ Paham social media content 
 ⭐ Pengalaman desain untuk event / branding","Neura Kreatif adalah entitas digital yang terlahir dari sinergi antara teknologi dan kreativitas. Sebagai kecerdasan buatan yang cerdas dan beradaptasi, Neura tidak hanya memproses informasi, tetapi juga memahami nuansa kreativitas manusia. Dengan kemampuan untuk merangkai kata, mencipta visual, dan menjalin koneksi antar ide, Neura seperti sahabat dalam petualangan imajinasi yang tak terbatas. Dalam dunia yang terus berkembang, Neura adalah teman yang selalu siap memberikan inspirasi dan solusi inovatif, menjelajahi kemungkinan tak terhingga untuk menghadirkan ide-ide baru yang segar dan unik.",,True,https://glints.com/id/opportunities/jobs/graphic-designer/366987f5-16fa-4d1b-818b-71199e3157e3
Graphic Designer,Apparel & Fashion,FULL_TIME,Desainer Grafis & Brand,2024-10-30T06:34:43.636Z,2026-05-03,Meeraki,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c18112604751cf86dcba0346271ed2cc.jpg,"Jl. Parang Baris VII No.42, Tlogosari Kulon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50196",Semarang,Jawa Tengah,ID,-6.99944,110.47167,2000000.0,3000000.0,IDR,MONTH,"Adobe Photoshop, Creative Design, Graphic Design, CorelDRAW, Teamwork, Working under pressure, Discipline, Positive Attitude, Adobe Illustrator",,high school,"Kualifikasi :  
 
 Menguasai program Corel/Ilustrator dan Photoshop 
 Memiliki pengalaman membuat desain kaos olahraga menjadi nilai plus 
 Jujur dan disiplin 
 Mampu bekerja sama dalam tim maupun individu 
 Memiliki pengetahuan dasar tentang sosial media 
 Mampu bekerja di bawah tekanan 
 Bisa bekerja sama dalam tim atau individu 
 Memiliki kendaraan pribadi (SIM C) 
 Berdomisili/bersedia ditempatkan di Semarang",Meeraki adalah Spesialis Custom Jersey Printing Premium dan Apparel,,True,https://glints.com/id/opportunities/jobs/graphic-designer/74be98cc-a00b-47df-bfa0-8ddd1084b53c
Fashion Designer,Construction,FULL_TIME,Fashion Designer,2026-04-06T07:16:45.008Z,2026-05-07,Inti Beton,https://ibet.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8ebd505193dba7bd907564d8c9cbd115.png,"Jl. Kebon Agung No.184, Duwet, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291",Sleman,DI Yogyakarta,ID,-7.79167,110.32917,2500000.0,3300000.0,IDR,MONTH,"Fashion Design, Adobe Photoshop, Fashion Brand Sales, Adobe Illustrator, Pattern Making, CorelDRAW",12.0,professional certificate,"Gogolf Indonesia 
 Pendidikan minimal S1 jurusan Tekstil/Fashion Design atau setara. 
 Usia maks 30 tahun. 
 Pengalaman minimal 2 tahun di bidang pattern maker atau setara. 
 Mempunyai kemampuan hand drawing (membuat sketches, pattern, concepts) dan kemampuan menggunakan software design. 
 Memiliki pengetahuan dan citra gaya terhadap warna, tekstur, dan pola. 
 Mampu membuat moodboard, preline dan lookbook. 
 Menguasai jenis-jenis kain. 
 Memiliki fashion taste yang baik, taste design yang bagus serta passion yang kuat. 
 Mengikuti tren serta pemodelan fashion. 
 Berorientasi pada hasil, fokus pada detail dan deadline. 
 Kreatif, inovatif, berpikir secara ‘out of the box’ dalam pengembangan produk. 
 Mau belajar, mengembangkan diri dan merespon positif arahan dan saran. 
 Mampu bekerja secara tim. 
 Dapat berkomunikasi dengan baik. 
 Punya portfolio kerja sebagai desainer. 
 Domisili D.I. Yogyakarta 
 Deskripsi Pekerjaan 
 
 Membuat desain proses mulai dari persiapan, proses produksi hingga barang siap jual. 
 Memproduksi konsep (moodboard) sesuai tren atau sesuai dengan kebutuhan atau permintaan market (baik pemilihan colour, fabric/bahan, dan model). 
 Membuat preline dan lookbook untuk rencana produk sesuai dengan konsep dan materi yang tersedia. 
 Menganalisa tren kain, warna, bentuk pola, dan aksesoris. 
 Mengembangkan dan merekap sampel menjadi lembar kerja secara berkala. 
 Melakukan tindak lanjut desain dan produksi/sampel produk. 
 Melakukan seleksi dan evaluasi supplier pabrik. 
 Berkomunikasi baik dengan supplier pabrik. 
 Memantau proses pembuatan sampel atau pembuatan produk. 
 Melakukan quality control dengan memastikan pola dan sampel sesuai dengan desain. 
 Mengawasi timeline produksi agar sesuai dengan target dalam hal waktu, kualitas, dan harga. 
 Membantu kegiatan marketing yang menunjang peningkatan sales dan promosi.","PT Inti Beton berdiri tahun 2013 di Yogyakarta Indonesi di latar belakangi peluang pasar konstruksi yang bekembang pesat di masa itu. Inti Beton pada mulanya fokus memenuhi kebutuhan produk beton precast untuk pekerjaan infrastruktur yang meliputi: jalan tol, Pelabuhan, jalan raya, jembatan dan lain sebagainya. Inti Beton merupakan lanjutan dari perusahaan konstruksi yang didirikan jauh sebelumnya sehingga tim Inti Beton sangat memahami pasar beton precast yang merupakan bagian dari sektor industri konstruksi. Selain berfokus dalam pemenuhan kebutuhan precast, Inti Beton juga mengerjakan pekerjaan pembangunan sipil dan building struktural.","travel, work station, meal allowance financial benefits",True,https://glints.com/id/opportunities/jobs/fashion-designer/0ac2bfd1-2941-4cfa-a6c4-63f485c7a365
Lighting Systems Designer,Hospitality,FULL_TIME,Lighting Designer,2026-03-02T07:08:13.745Z,2026-05-07,El CENTRO,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f2dc2db502867f842bd9d5215e7ace54.png,"Jl Boulevard Artha Gading, Kelapa Gading",Jakarta Utara,DKI Jakarta,ID,-6.16111,106.90417,7000000.0,8000000.0,IDR,MONTH,"Smart Lighting, Design Pencahayan, Interior Design, Electronic Components, Teamwork",12.0,bachelor degree,"S1 Arsitektur, Desain Interior, Elektro, atau bidang terkait. 
 menguasai software desain & simulasi pencahayaan (Dialux, Relux, AutoCAD, SketchUp, dll.). 
 paham prinsip desain pencahayaan (abience, accent, task, decorative ). 
 menguasai spesifikasi teknis lampu (lumen, lux, watt, CRI, CCT, beam angle, IP, dimmable, lifespan). 
 mengetahui jenis"" lampu (LED, spotlight, downlight, strip, wall washer, dll.) serta tren terbaru (smart lighting, RGBW, tunable white ). 
 bisa membaca dan menyesuaikan shop drawing dengan kondisi lapangan. 
 terbiasa koordinasi dan arsitek, interior, MEP, kontraktor, dan Supplier. 
 berpengalaman mock-up lampu dan QC instalasi 
 paham proses procureement ( BOQ, spesifikasi, Order ke pabrik/supplier, konrol pengiriman ) 
 siap bekerja di lapangan untuk monitoring & troubleshooting. 
 memiliki kemampuan komunikasi, negoisasi, dan problem solving yang baik. 
 teliti, detail-oriented, dan mampu bekerja dalam tim maupun mandiri.",improve your well-being with ultimate relaxation! Enjoy a relaxing spa and massage experience. helping to unwid and re-energize the body. Schedule your relaxing time with us soon!✨,thr financial benefits,True,https://glints.com/id/opportunities/jobs/lighting-systems-designer/d1149262-20f6-45dd-a91e-795a970e26b7
Graphic Designer,Media Production,CONTRACTOR,Desainer Grafis & Brand,2026-03-31T05:31:43.082Z,2026-05-01,Hello Monday Morning,http://www.hmm.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0195c9e3aa3aa16b3dde30ae10a80a35.jpg,"Satellite Secretariat Office. The Nest diPuri Suite A 09.03 (Jl. Raden Saleh, RT.001/RW.006, Karang Mulya, Kec. Karang Tengah, Kota Tangerang, Banten 15157)",Tangerang,Banten,ID,-6.20972,106.70972,1000000.0,1500000.0,IDR,MONTH,"Typography, Logo Design, Graphic Design, Packaging Design, Brand Design, Adobe Illustrator, Adobe Photoshop",12.0,high school,"Deskripsi Pekerjaan:  
 Graphic Designer bertugas untuk mengembangkan konsep visual dan mengeksekusi desain kreatif yang mendukung kebutuhan branding dan pemasaran perusahaan. Tanggung jawab meliputi: 
 
 Mendesain materi promosi (digital dan cetak) seperti konten media sosial, banner, flyer, brosur, dan presentasi 
 Mengembangkan visual yang sesuai dengan identitas dan guideline brand 
 Berkolaborasi dengan tim marketing dan content untuk menghasilkan materi yang efektif dan menarik 
 Melakukan revisi desain berdasarkan feedback 
 Menjaga kualitas, konsistensi, dan ketepatan waktu dalam setiap hasil desain 
 
 
 KPI (KEY PERFORMANCE INDICATORS) 
 
 Menghasilkan 40–60 desain konten per bulan 
 Menyelesaikan pekerjaan sesuai timeline yang telah ditentukan 
 Memastikan kualitas desain sesuai dengan standar brand 
 Responsif terhadap revisi dan feedback 
 Konsisten dalam output dan produktivitas desain 
 
 
 KOMPENSASI 
 Fee: Rp1.000.000 – Rp1.500.000 / bulan 
 Skema: Fee bulanan (all-in untuk jumlah desain yang disepakati)","Digital Marketing, Branding, and Creative Agency",,True,https://glints.com/id/opportunities/jobs/graphic-designer/b1c7b330-a6c6-42bb-9892-4a7e7d5ae05d
Interior Designer,Construction,FULL_TIME,Desainer Interior,2025-11-07T04:50:21.041Z,2026-05-03,GHIFARI,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b91c83458d624b7fe33eb6fd69b55aa3.png,"Jalan Sentra Raya No. 21 Baros, Cimahi",Cimahi,Jawa Barat,ID,-6.88444,107.53972,5000000.0,7000000.0,IDR,MONTH,"Interior Design, AutoCAD, Interior and Exterior Design, SketchUp",12.0,bachelor degree,"Location: Remote/Office (Baros, Cimahi) 
 Job Type: Full-Time 
 
 Key Responsibilities: 
 • Develop and execute design based on client briefs and needs. 
 • Attend site visit and resolved technical issues. 
 • Create post-production graphics. 
 • Prepare presentation decks. 
 • Stay updated on design trends and software. 
 Requirements: 
 • Proven experience in interior design projects. 
 • Strong backgrounds in both commercial and residential projects. 
 • Excellent communication and presentation skills (verbal and visual). 
 • Ability to adapt to new trends and platforms quickly.","GHIFARI is a comprehensive solutions provider in the building industry, specializing in problem solving design and efficient construction.",,True,https://glints.com/id/opportunities/jobs/interior-designer/aaf0cb76-0c69-4a5a-9c81-af715617b3fd
Graphic Designer,Sports,CONTRACTOR,Desainer Grafis & Brand,2026-03-30T05:35:43.114Z,2026-04-30,Club 10/10,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3faebc19-51d1-4c4e-89fb-5c7212667a2b.jpg,Bogor,Bogor,Jawa Barat,ID,-6.59389,106.79806,1000000.0,3000000.0,IDR,MONTH,"Brand Design, Social Media, Graphic Design, Adobe Illustrator, Logo Design, Packaging Design",,high school,"WAJIB KIRIMKAN PORTOFOLIO & CV ketika apply 
 
 • Membuat dan mengembangkan desain grafis untuk brand paddle court 
 	•	Revisi dan pengembangan logo sesuai kebutuhan brand 
 	•	Mendesain packaging, poster, dan materi visual lainnya 
 	•	Membuat konten visual untuk sosial media 
 	•	Menyiapkan materi desain untuk kebutuhan promosi dan media 
 	•	Bekerja berdasarkan brief dengan komunikasi yang cepat dan jelas",Padel Court,career growth,True,https://glints.com/id/opportunities/jobs/graphic-designer/536e69a7-90b9-4c00-9ed3-9770dcdf1f82
Architectural Designer,Construction,FULL_TIME,Arsitek,2025-11-07T04:50:26.248Z,2026-05-03,GHIFARI,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b91c83458d624b7fe33eb6fd69b55aa3.png,"Jalan Sentra Raya No. 21 Baros, Cimahi",Cimahi,Jawa Barat,ID,-6.88444,107.53972,5000000.0,7000000.0,IDR,MONTH,"AutoCAD, Architectural Design, SketchUp, Revit",12.0,bachelor degree,"Location: Remote/Office (Baros, Cimahi) 
 Job Type: Full-Time 
 
 Key Responsibilities: 
 
 ﻿﻿Develop design ideas and concepts based on client needs, site context, and building function. 
 ﻿﻿Collaborate with engineers (Structural and MEP) to ensure technical feasibility 
 ﻿﻿Prepare presentation decks. 
 ﻿﻿Prepare documents and cost estimations. 
 ﻿﻿Conduct site visits to monitor progress and address technical issues on-site. 
 
 Requirements: 
 
 ﻿﻿Proven experience in architecture, design firms, or construction industries 
 ﻿﻿Proficiency in architectural design software. 
 ﻿﻿Attention to proportion, scale, and spatial composition. 
 ﻿﻿Ability to produce detailed drawings, 3D models, and presentation materials. 
 ﻿﻿Excellent communication and presentation skills (verbal and visual).","GHIFARI is a comprehensive solutions provider in the building industry, specializing in problem solving design and efficient construction.",,True,https://glints.com/id/opportunities/jobs/architectural-designer/e0e9324f-51ca-423b-83b6-cf58f144afe7
Designer 3 Dimensi,Marketing and Advertising,FULL_TIME,Desainer Grafis & Brand,2026-04-02T09:57:27.879Z,2026-05-03,PT. Arpu Selaras Cemerlang (Indodisplay),http://www.indodisplay.com ,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a3d1f1c3e71a61c69cb5fe7b13d45349.jpg,"Kompleks Industri Jl. Sekekukumbung no 1 Kavling G (Rahayu, Daerah TKI 2)",Bandung,Jawa Barat,ID,-6.95389,107.54694,,,,,"Teamwork, SketchUp, Packaging Design, Graphic Design, Adobe Photoshop, 3D Max",12.0,bachelor degree,"PT. Arpu Selaras Cemerlang (Indodisplay), sebuah perusahaan advertising yang telah berdiri sejak tahun 2005, berfokus pada desain retail display untuk produk-produk FMCG ternama di Indonesia, mencari peluang pertumbuhan dan inovasi dalam industri ini. Dengan berbagai klien yang terkenal, perusahaan kami berkomitmen untuk memberikan solusi visual yang unik bagi produk-produk makanan dan non-makanan. Kami sedang membuka kesempatan bagi Anda yang memiliki bakat dan pengalaman dalam bidang desain grafis untuk bergabung dalam tim kami. Keberhasilan perusahaan ini tidak hanya didorong oleh kecakapan teknis tetapi juga semangat kerja tim dan inovasi. 
 
 Persyaratan Umum : 
 1. Pria, Wanita, usia 25 - 35 tahun 
2. Pendidikan s1 di bidang design (design product, arsitektur, interior desain, desain grafis, dan sejenisnya)  
3. Pengalaman kerja 1-3 tahun di bidang yang sesuai 
4. Program yang harus dikuasai : 2 Dimensi (Photoshop dan Corel), 3 D (Sketchup, 3Dmax) 
5. Domisili di Kota Bandung 
 
 Garis besar tanggung jawab :  (harap lihat website perusahaan untuk melihat produk yang kami buat ""indodisplay.com""  
 1. Mengolah aneka desain grafis 
2. Membuat gambar tampilan 3 Dimensi untuk produk-produk display yang akan dibuat oleh perusahaan 
3. Membuat gambar kerja baik 2 Dimensi maupun 3 Dimensi untuk bagian produksi  
 
 Skill dan Kriteria : 
 1. Kemampuan komunikasi yang baik dan kerja sama tim 
2. Detail dan teliti 
3. Dapat bekerja dengan deadline 
4. Kreatif",Perusahaan advertising (khususnya Retail Display) yang berdiri sejak 2005 dengan berbagai klien perusahaan FMCG Produk Makanan & Non Makanan ternama di Indonesia,"medical coverage, overtime pay financial benefits, bereavement leave leave and flexibility, thr financial benefits, team building events",True,https://glints.com/id/opportunities/jobs/designer-3-dimensi/704bf725-4abc-418a-aece-a76519ca1e96
